"","inferred location","true location","sites","error","m10","missingindex","Genotype","lost_rate","lost_br","MO"
"789","3","20","20","0.2","0.1","0","Binary","0","0","MO"
"790","5","20","20","0.2","0.1","0","Binary","0","0","MO"
"791","1","18","20","0.2","0.1","0","Binary","0","0","MO"
"792","6","20","20","0.2","0.1","0","Binary","0","0","MO"
"793","3","19","20","0.2","0.1","0","Binary","0","0","MO"
"794","7","20","20","0.2","0.1","0","Binary","0","0","MO"
"795","6","18","20","0.2","0.1","0","Binary","0","0","MO"
"796","3","19","20","0.2","0.1","0","Binary","0","0","MO"
"797","6","20","20","0.2","0.1","0","Binary","0","0","MO"
"798","6","20","20","0.2","0.1","0","Binary","0","0","MO"
"799","4","20","20","0.2","0.1","0","Binary","0","0","MO"
"800","5","19","20","0.2","0.1","0","Binary","0","0","MO"
"801","3","20","20","0.2","1","0","Binary","0","0","MO"
"802","3","20","20","0.2","1","0","Binary","0","0","MO"
"803","3","19","20","0.2","1","0","Binary","0","0","MO"
"804","5","20","20","0.2","1","0","Binary","0","0","MO"
"805","4","20","20","0.2","1","0","Binary","0","0","MO"
"806","7","20","20","0.2","1","0","Binary","0","0","MO"
"807","3","20","20","0.2","1","0","Binary","0","0","MO"
"808","5","19","20","0.2","1","0","Binary","0","0","MO"
"809","2","18","20","0.2","1","0","Binary","0","0","MO"
"810","6","20","20","0.2","1","0","Binary","0","0","MO"
"811","2","18","20","0.2","1","0","Binary","0","0","MO"
"812","2","19","20","0.2","1","0","Binary","0","0","MO"
"813","1","19","20","0.2","1","0","Binary","0","0","MO"
"814","3","18","20","0.2","1","0","Binary","0","0","MO"
"815","8","20","20","0.2","1","0","Binary","0","0","MO"
"816","5","19","20","0.2","1","0","Binary","0","0","MO"
"817","4","20","20","0.2","1","0","Binary","0","0","MO"
"818","1","20","20","0.2","1","0","Binary","0","0","MO"
"819","7","20","20","0.2","1","0","Binary","0","0","MO"
"820","3","18","20","0.2","1","0","Binary","0","0","MO"
"821","4","19","20","0.2","1","0","Binary","0","0","MO"
"822","2","18","20","0.2","1","0","Binary","0","0","MO"
"823","3","20","20","0.2","1","0","Binary","0","0","MO"
"824","8","19","20","0.2","1","0","Binary","0","0","MO"
"825","0","20","20","0.2","1","0","Binary","0","0","MO"
"826","5","19","20","0.2","1","0","Binary","0","0","MO"
"827","5","19","20","0.2","1","0","Binary","0","0","MO"
"828","5","19","20","0.2","1","0","Binary","0","0","MO"
"829","5","20","20","0.2","1","0","Binary","0","0","MO"
"830","4","20","20","0.2","1","0","Binary","0","0","MO"
"831","3","19","20","0.2","1","0","Binary","0","0","MO"
"832","1","20","20","0.2","1","0","Binary","0","0","MO"
"833","4","20","20","0.2","1","0","Binary","0","0","MO"
"834","5","20","20","0.2","1","0","Binary","0","0","MO"
"835","5","20","20","0.2","1","0","Binary","0","0","MO"
"836","5","18","20","0.2","1","0","Binary","0","0","MO"
"837","3","18","20","0.2","1","0","Binary","0","0","MO"
"838","2","19","20","0.2","1","0","Binary","0","0","MO"
"839","3","19","20","0.2","1","0","Binary","0","0","MO"
"840","4","19","20","0.2","1","0","Binary","0","0","MO"
"841","9","20","20","0.2","1","0","Binary","0","0","MO"
"842","4","19","20","0.2","1","0","Binary","0","0","MO"
"843","5","19","20","0.2","1","0","Binary","0","0","MO"
"844","5","20","20","0.2","1","0","Binary","0","0","MO"
"845","1","19","20","0.2","1","0","Binary","0","0","MO"
"846","10","20","20","0.2","1","0","Binary","0","0","MO"
"847","3","20","20","0.2","1","0","Binary","0","0","MO"
"848","5","20","20","0.2","1","0","Binary","0","0","MO"
"849","8","19","20","0.2","1","0","Binary","0","0","MO"
"850","8","19","20","0.2","1","0","Binary","0","0","MO"
"851","4","19","20","0.2","1","0","Binary","0","0","MO"
"852","3","20","20","0.2","1","0","Binary","0","0","MO"
"853","4","19","20","0.2","1","0","Binary","0","0","MO"
"854","1","20","20","0.2","1","0","Binary","0","0","MO"
"855","4","18","20","0.2","1","0","Binary","0","0","MO"
"856","3","19","20","0.2","1","0","Binary","0","0","MO"
"857","5","20","20","0.2","1","0","Binary","0","0","MO"
"858","4","20","20","0.2","1","0","Binary","0","0","MO"
"859","4","20","20","0.2","1","0","Binary","0","0","MO"
"860","4","20","20","0.2","1","0","Binary","0","0","MO"
"861","0","19","20","0.2","1","0","Binary","0","0","MO"
"862","9","20","20","0.2","1","0","Binary","0","0","MO"
"863","4","19","20","0.2","1","0","Binary","0","0","MO"
"864","8","19","20","0.2","1","0","Binary","0","0","MO"
"865","1","19","20","0.2","1","0","Binary","0","0","MO"
"866","6","17","20","0.2","1","0","Binary","0","0","MO"
"867","5","18","20","0.2","1","0","Binary","0","0","MO"
"868","2","20","20","0.2","1","0","Binary","0","0","MO"
"869","7","19","20","0.2","1","0","Binary","0","0","MO"
"870","4","19","20","0.2","1","0","Binary","0","0","MO"
"871","1","19","20","0.2","1","0","Binary","0","0","MO"
"872","3","20","20","0.2","1","0","Binary","0","0","MO"
"873","3","19","20","0.2","1","0","Binary","0","0","MO"
"874","6","19","20","0.2","1","0","Binary","0","0","MO"
"875","4","20","20","0.2","1","0","Binary","0","0","MO"
"876","5","20","20","0.2","1","0","Binary","0","0","MO"
"877","7","19","20","0.2","1","0","Binary","0","0","MO"
"878","8","20","20","0.2","1","0","Binary","0","0","MO"
"879","4","20","20","0.2","1","0","Binary","0","0","MO"
"880","5","20","20","0.2","1","0","Binary","0","0","MO"
"881","2","20","20","0.2","1","0","Binary","0","0","MO"
"882","5","20","20","0.2","1","0","Binary","0","0","MO"
"883","5","20","20","0.2","1","0","Binary","0","0","MO"
"884","6","20","20","0.2","1","0","Binary","0","0","MO"
"885","3","19","20","0.2","1","0","Binary","0","0","MO"
"886","3","19","20","0.2","1","0","Binary","0","0","MO"
"887","3","20","20","0.2","1","0","Binary","0","0","MO"
"888","4","20","20","0.2","1","0","Binary","0","0","MO"
"889","2","20","20","0.2","1","0","Binary","0","0","MO"
"890","6","19","20","0.2","1","0","Binary","0","0","MO"
"891","4","19","20","0.2","1","0","Binary","0","0","MO"
"892","4","20","20","0.2","1","0","Binary","0","0","MO"
"893","2","20","20","0.2","1","0","Binary","0","0","MO"
"894","5","19","20","0.2","1","0","Binary","0","0","MO"
"895","2","20","20","0.2","1","0","Binary","0","0","MO"
"896","1","18","20","0.2","1","0","Binary","0","0","MO"
"897","5","19","20","0.2","1","0","Binary","0","0","MO"
"898","7","19","20","0.2","1","0","Binary","0","0","MO"
"899","1","20","20","0.2","1","0","Binary","0","0","MO"
"900","5","19","20","0.2","1","0","Binary","0","0","MO"
"901","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"902","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"903","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"904","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"905","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"906","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"907","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"908","6","20","20","0.4","0.01","0","Binary","0","0","MO"
"909","5","20","20","0.4","0.01","0","Binary","0","0","MO"
"910","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"911","2","19","20","0.4","0.01","0","Binary","0","0","MO"
"912","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"913","5","20","20","0.4","0.01","0","Binary","0","0","MO"
"914","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"915","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"916","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"917","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"918","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"919","0","20","20","0.4","0.01","0","Binary","0","0","MO"
"920","0","20","20","0.4","0.01","0","Binary","0","0","MO"
"921","5","20","20","0.4","0.01","0","Binary","0","0","MO"
"922","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"923","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"924","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"925","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"926","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"927","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"928","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"929","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"930","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"931","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"932","0","20","20","0.4","0.01","0","Binary","0","0","MO"
"933","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"934","5","20","20","0.4","0.01","0","Binary","0","0","MO"
"935","5","20","20","0.4","0.01","0","Binary","0","0","MO"
"936","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"937","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"938","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"939","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"940","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"941","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"942","2","19","20","0.4","0.01","0","Binary","0","0","MO"
"943","5","20","20","0.4","0.01","0","Binary","0","0","MO"
"944","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"945","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"946","5","20","20","0.4","0.01","0","Binary","0","0","MO"
"947","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"948","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"949","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"950","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"951","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"952","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"953","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"954","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"955","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"956","4","19","20","0.4","0.01","0","Binary","0","0","MO"
"957","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"958","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"959","3","19","20","0.4","0.01","0","Binary","0","0","MO"
"960","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"961","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"962","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"963","5","19","20","0.4","0.01","0","Binary","0","0","MO"
"964","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"965","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"966","7","20","20","0.4","0.01","0","Binary","0","0","MO"
"967","7","20","20","0.4","0.01","0","Binary","0","0","MO"
"968","0","20","20","0.4","0.01","0","Binary","0","0","MO"
"969","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"970","6","20","20","0.4","0.01","0","Binary","0","0","MO"
"971","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"972","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"973","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"974","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"975","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"976","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"977","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"978","10","20","20","0.4","0.01","0","Binary","0","0","MO"
"979","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"980","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"981","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"982","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"983","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"984","0","20","20","0.4","0.01","0","Binary","0","0","MO"
"985","6","20","20","0.4","0.01","0","Binary","0","0","MO"
"986","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"987","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"988","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"989","1","20","20","0.4","0.01","0","Binary","0","0","MO"
"990","5","20","20","0.4","0.01","0","Binary","0","0","MO"
"991","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"992","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"993","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"994","5","20","20","0.4","0.01","0","Binary","0","0","MO"
"995","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"996","4","20","20","0.4","0.01","0","Binary","0","0","MO"
"997","7","20","20","0.4","0.01","0","Binary","0","0","MO"
"998","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"999","3","20","20","0.4","0.01","0","Binary","0","0","MO"
"1000","2","20","20","0.4","0.01","0","Binary","0","0","MO"
"1001","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1002","5","20","20","0.4","0.1","0","Binary","0","0","MO"
"1003","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1004","5","20","20","0.4","0.1","0","Binary","0","0","MO"
"1005","5","20","20","0.4","0.1","0","Binary","0","0","MO"
"1006","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1007","8","20","20","0.4","0.1","0","Binary","0","0","MO"
"1008","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1009","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1010","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1011","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1012","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1013","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1014","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1015","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1016","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1017","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1018","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1019","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1020","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1021","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1022","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1023","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1024","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1025","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1026","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1027","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1028","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1029","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1030","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1031","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1032","5","20","20","0.4","0.1","0","Binary","0","0","MO"
"1033","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1034","5","20","20","0.4","0.1","0","Binary","0","0","MO"
"1035","6","20","20","0.4","0.1","0","Binary","0","0","MO"
"1036","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1037","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1038","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1039","8","20","20","0.4","0.1","0","Binary","0","0","MO"
"1040","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1041","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1042","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1043","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1044","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1045","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1046","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1047","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1048","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1049","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1050","0","20","20","0.4","0.1","0","Binary","0","0","MO"
"1051","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1052","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1053","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1054","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1055","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1056","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1057","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1058","5","20","20","0.4","0.1","0","Binary","0","0","MO"
"1059","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1060","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1061","6","20","20","0.4","0.1","0","Binary","0","0","MO"
"1062","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1063","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1064","5","20","20","0.4","0.1","0","Binary","0","0","MO"
"1065","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1066","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1067","8","20","20","0.4","0.1","0","Binary","0","0","MO"
"1068","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1069","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1070","6","20","20","0.4","0.1","0","Binary","0","0","MO"
"1071","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1072","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1073","0","20","20","0.4","0.1","0","Binary","0","0","MO"
"1074","6","20","20","0.4","0.1","0","Binary","0","0","MO"
"1075","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1076","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1077","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1078","8","20","20","0.4","0.1","0","Binary","0","0","MO"
"1079","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1080","2","19","20","0.4","0.1","0","Binary","0","0","MO"
"1081","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1082","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1083","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1084","2","19","20","0.4","0.1","0","Binary","0","0","MO"
"1085","5","20","20","0.4","0.1","0","Binary","0","0","MO"
"1086","6","20","20","0.4","0.1","0","Binary","0","0","MO"
"1087","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1088","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1089","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1090","4","20","20","0.4","0.1","0","Binary","0","0","MO"
"1091","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1092","0","20","20","0.4","0.1","0","Binary","0","0","MO"
"1093","0","20","20","0.4","0.1","0","Binary","0","0","MO"
"1094","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1095","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1096","3","20","20","0.4","0.1","0","Binary","0","0","MO"
"1097","5","20","20","0.4","0.1","0","Binary","0","0","MO"
"1098","6","19","20","0.4","0.1","0","Binary","0","0","MO"
"1099","1","20","20","0.4","0.1","0","Binary","0","0","MO"
"1100","2","20","20","0.4","0.1","0","Binary","0","0","MO"
"1101","4","20","20","0.4","1","0","Binary","0","0","MO"
"1102","3","20","20","0.4","1","0","Binary","0","0","MO"
"1103","4","20","20","0.4","1","0","Binary","0","0","MO"
"1104","4","20","20","0.4","1","0","Binary","0","0","MO"
"1105","4","19","20","0.4","1","0","Binary","0","0","MO"
"1106","1","20","20","0.4","1","0","Binary","0","0","MO"
"1107","4","20","20","0.4","1","0","Binary","0","0","MO"
"1108","4","20","20","0.4","1","0","Binary","0","0","MO"
"1109","2","20","20","0.4","1","0","Binary","0","0","MO"
"1110","2","20","20","0.4","1","0","Binary","0","0","MO"
"1111","1","20","20","0.4","1","0","Binary","0","0","MO"
"1112","0","19","20","0.4","1","0","Binary","0","0","MO"
"1113","2","20","20","0.4","1","0","Binary","0","0","MO"
"1114","1","20","20","0.4","1","0","Binary","0","0","MO"
"1115","2","20","20","0.4","1","0","Binary","0","0","MO"
"1116","0","20","20","0.4","1","0","Binary","0","0","MO"
"1117","1","20","20","0.4","1","0","Binary","0","0","MO"
"1118","4","20","20","0.4","1","0","Binary","0","0","MO"
"1119","1","20","20","0.4","1","0","Binary","0","0","MO"
"1120","3","20","20","0.4","1","0","Binary","0","0","MO"
"1121","4","20","20","0.4","1","0","Binary","0","0","MO"
"1122","0","20","20","0.4","1","0","Binary","0","0","MO"
"1123","1","20","20","0.4","1","0","Binary","0","0","MO"
"1124","2","20","20","0.4","1","0","Binary","0","0","MO"
"1125","3","20","20","0.4","1","0","Binary","0","0","MO"
"1126","4","20","20","0.4","1","0","Binary","0","0","MO"
"1127","4","20","20","0.4","1","0","Binary","0","0","MO"
"1128","3","20","20","0.4","1","0","Binary","0","0","MO"
"1129","0","20","20","0.4","1","0","Binary","0","0","MO"
"1130","4","20","20","0.4","1","0","Binary","0","0","MO"
"1131","4","20","20","0.4","1","0","Binary","0","0","MO"
"1132","2","20","20","0.4","1","0","Binary","0","0","MO"
"1133","2","20","20","0.4","1","0","Binary","0","0","MO"
"1134","4","20","20","0.4","1","0","Binary","0","0","MO"
"1135","6","20","20","0.4","1","0","Binary","0","0","MO"
"1136","0","20","20","0.4","1","0","Binary","0","0","MO"
"1137","1","20","20","0.4","1","0","Binary","0","0","MO"
"1138","1","20","20","0.4","1","0","Binary","0","0","MO"
"1139","5","20","20","0.4","1","0","Binary","0","0","MO"
"1140","4","20","20","0.4","1","0","Binary","0","0","MO"
"1141","0","20","20","0.4","1","0","Binary","0","0","MO"
"1142","1","20","20","0.4","1","0","Binary","0","0","MO"
"1143","1","20","20","0.4","1","0","Binary","0","0","MO"
"1144","4","20","20","0.4","1","0","Binary","0","0","MO"
"1145","3","20","20","0.4","1","0","Binary","0","0","MO"
"1146","0","20","20","0.4","1","0","Binary","0","0","MO"
"1147","4","20","20","0.4","1","0","Binary","0","0","MO"
"1148","4","20","20","0.4","1","0","Binary","0","0","MO"
"1149","3","20","20","0.4","1","0","Binary","0","0","MO"
"1150","2","20","20","0.4","1","0","Binary","0","0","MO"
"1151","2","20","20","0.4","1","0","Binary","0","0","MO"
"1152","1","20","20","0.4","1","0","Binary","0","0","MO"
"1153","3","20","20","0.4","1","0","Binary","0","0","MO"
"1154","0","20","20","0.4","1","0","Binary","0","0","MO"
"1155","2","20","20","0.4","1","0","Binary","0","0","MO"
"1156","3","20","20","0.4","1","0","Binary","0","0","MO"
"1157","0","20","20","0.4","1","0","Binary","0","0","MO"
"1158","5","20","20","0.4","1","0","Binary","0","0","MO"
"1159","2","20","20","0.4","1","0","Binary","0","0","MO"
"1160","2","20","20","0.4","1","0","Binary","0","0","MO"
"1161","2","20","20","0.4","1","0","Binary","0","0","MO"
"1162","1","20","20","0.4","1","0","Binary","0","0","MO"
"1163","1","20","20","0.4","1","0","Binary","0","0","MO"
"1164","1","20","20","0.4","1","0","Binary","0","0","MO"
"1165","1","20","20","0.4","1","0","Binary","0","0","MO"
"1166","3","20","20","0.4","1","0","Binary","0","0","MO"
"1167","2","20","20","0.4","1","0","Binary","0","0","MO"
"1168","4","20","20","0.4","1","0","Binary","0","0","MO"
"1169","2","20","20","0.4","1","0","Binary","0","0","MO"
"1170","4","20","20","0.4","1","0","Binary","0","0","MO"
"1171","3","20","20","0.4","1","0","Binary","0","0","MO"
"1172","2","20","20","0.4","1","0","Binary","0","0","MO"
"1173","5","20","20","0.4","1","0","Binary","0","0","MO"
"1174","3","20","20","0.4","1","0","Binary","0","0","MO"
"1175","0","20","20","0.4","1","0","Binary","0","0","MO"
"1176","1","20","20","0.4","1","0","Binary","0","0","MO"
"1177","7","20","20","0.4","1","0","Binary","0","0","MO"
"1178","4","20","20","0.4","1","0","Binary","0","0","MO"
"1179","0","20","20","0.4","1","0","Binary","0","0","MO"
"1180","1","20","20","0.4","1","0","Binary","0","0","MO"
"1181","3","20","20","0.4","1","0","Binary","0","0","MO"
"1182","2","20","20","0.4","1","0","Binary","0","0","MO"
"1183","4","20","20","0.4","1","0","Binary","0","0","MO"
"1184","4","19","20","0.4","1","0","Binary","0","0","MO"
"1185","1","20","20","0.4","1","0","Binary","0","0","MO"
"1186","2","20","20","0.4","1","0","Binary","0","0","MO"
"1187","0","20","20","0.4","1","0","Binary","0","0","MO"
"1188","2","20","20","0.4","1","0","Binary","0","0","MO"
"1189","2","20","20","0.4","1","0","Binary","0","0","MO"
"1190","1","20","20","0.4","1","0","Binary","0","0","MO"
"1191","3","20","20","0.4","1","0","Binary","0","0","MO"
"1192","2","20","20","0.4","1","0","Binary","0","0","MO"
"1193","6","20","20","0.4","1","0","Binary","0","0","MO"
"1194","0","20","20","0.4","1","0","Binary","0","0","MO"
"1195","4","20","20","0.4","1","0","Binary","0","0","MO"
"1196","1","20","20","0.4","1","0","Binary","0","0","MO"
"1197","5","20","20","0.4","1","0","Binary","0","0","MO"
"1198","4","20","20","0.4","1","0","Binary","0","0","MO"
"1199","5","20","20","0.4","1","0","Binary","0","0","MO"
"1200","2","20","20","0.4","1","0","Binary","0","0","MO"
"1201","11","29","40","0.05","0.01","0","Binary","0","0","MO"
"1202","16","30","40","0.05","0.01","0","Binary","0","0","MO"
"1203","15","37","40","0.05","0.01","0","Binary","0","0","MO"
"1204","17","33","40","0.05","0.01","0","Binary","0","0","MO"
"1205","10","33","40","0.05","0.01","0","Binary","0","0","MO"
"1206","22","38","40","0.05","0.01","0","Binary","0","0","MO"
"1207","9","33","40","0.05","0.01","0","Binary","0","0","MO"
"1208","14","28","40","0.05","0.01","0","Binary","0","0","MO"
"1209","16","34","40","0.05","0.01","0","Binary","0","0","MO"
"1210","15","36","40","0.05","0.01","0","Binary","0","0","MO"
"1211","18","31","40","0.05","0.01","0","Binary","0","0","MO"
"1212","15","36","40","0.05","0.01","0","Binary","0","0","MO"
"1213","19","39","40","0.05","0.01","0","Binary","0","0","MO"
"1214","14","33","40","0.05","0.01","0","Binary","0","0","MO"
"1215","13","32","40","0.05","0.01","0","Binary","0","0","MO"
"1216","8","30","40","0.05","0.01","0","Binary","0","0","MO"
"1217","23","34","40","0.05","0.01","0","Binary","0","0","MO"
"1218","11","32","40","0.05","0.01","0","Binary","0","0","MO"
"1219","11","35","40","0.05","0.01","0","Binary","0","0","MO"
"1220","17","34","40","0.05","0.01","0","Binary","0","0","MO"
"1221","12","39","40","0.05","0.01","0","Binary","0","0","MO"
"1222","18","30","40","0.05","0.01","0","Binary","0","0","MO"
"1223","18","37","40","0.05","0.01","0","Binary","0","0","MO"
"1224","17","33","40","0.05","0.01","0","Binary","0","0","MO"
"1225","16","34","40","0.05","0.01","0","Binary","0","0","MO"
"1226","15","34","40","0.05","0.01","0","Binary","0","0","MO"
"1227","11","35","40","0.05","0.01","0","Binary","0","0","MO"
"1228","13","28","40","0.05","0.01","0","Binary","0","0","MO"
"1229","17","30","40","0.05","0.01","0","Binary","0","0","MO"
"1230","22","37","40","0.05","0.01","0","Binary","0","0","MO"
"1231","11","37","40","0.05","0.01","0","Binary","0","0","MO"
"1232","17","33","40","0.05","0.01","0","Binary","0","0","MO"
"1233","14","33","40","0.05","0.01","0","Binary","0","0","MO"
"1234","15","37","40","0.05","0.01","0","Binary","0","0","MO"
"1235","13","31","40","0.05","0.01","0","Binary","0","0","MO"
"1236","18","36","40","0.05","0.01","0","Binary","0","0","MO"
"1237","16","32","40","0.05","0.01","0","Binary","0","0","MO"
"1238","14","29","40","0.05","0.01","0","Binary","0","0","MO"
"1239","20","35","40","0.05","0.01","0","Binary","0","0","MO"
"1240","19","36","40","0.05","0.01","0","Binary","0","0","MO"
"1241","16","35","40","0.05","0.01","0","Binary","0","0","MO"
"1242","18","32","40","0.05","0.01","0","Binary","0","0","MO"
"1243","20","30","40","0.05","0.01","0","Binary","0","0","MO"
